Index,acc,name,length,organism,_5,level,_7
2861754,A0A2Z4HDK1,ICP47 protein,532,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.677,2.0,
2861758,A2TGS3,Nucleoprotein,422,SARS coronavirus TJ01,0.509,2.0,
2861768,A0A140GKD0,Cytoplasmic envelopment protein 3,96,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.521,2.0,
2861810,D0V7M0,Tegument protein VP22,274,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.624,2.0,
2861812,A0A1C3J7F9,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.674,2.0,
2861823,A0A140GKJ0,ICP47 protein,88,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.636,2.0,
2861848,A0A1C3J7P7,ICP47 protein,88,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.682,2.0,
2861865,A0A0S1TIG6,ICP47 protein,87,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.644,2.0,
2861937,Q25BZ1,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.688,2.0,
2861983,A0A2Z4H2K0,ICP47 protein,88,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.636,2.0,
2861989,A0A0F7GW12,ICP47 protein,88,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.636,2.0,
2861996,A0A8E4PMK8,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2861999,A0A2Z4H843,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.641,2.0,
2862020,A0A2Z4HD09,ICP47 protein,88,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.636,2.0,
2862034,F8RF57,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2862055,F8RDE8,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2862076,G8H8P0,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2862093,A0A0F7GUB6,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2862105,A0A0F6RAB9,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2862137,A0A140GKG9,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2862144,G8H899,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2862185,A0A0F7GSH4,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2862227,A0A2Z4HFF2,Tegument protein VP22,272,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.643,2.0,
2862246,A0A2Z4HAU1,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2862278,A0A2Z4GZX8,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2862304,A0A2Z4HAX0,,853,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.543,2.0,
2862332,A0A110B886,Tegument protein VP22,301,Human herpesvirus 1 (HHV-1) (Human herpes simplex virus 1),0.551,2.0,
2862358,A0A4D5ZE74,RING finger protein Z,99,Mammarenavirus lassaense,0.505,2.0,
2862361,A0A097F494,RING finger protein Z,99,Mammarenavirus lassaense,0.505,2.0,
2862364,A0A097F469,RING finger protein Z,99,Mammarenavirus lassaense,0.505,2.0,
2862368,A0A4D5ZB66,RING finger protein Z,99,Mammarenavirus lassaense,0.515,2.0,
2862378,A0A097F4B9,RING finger protein Z,99,Mammarenavirus lassaense,0.505,2.0,
2862381,A0A097F3Z2,RING finger protein Z,99,Mammarenavirus lassaense,0.515,2.0,
2862384,A0A097F425,RING finger protein Z,99,Mammarenavirus lassaense,0.505,2.0,
2862391,D5HK10,Nucleoprotein,421,Bat SARS coronavirus HKU3-13,0.511,2.0,
2862433,A0A097F485,RING finger protein Z,99,Mammarenavirus lassaense,0.545,2.0,
2866788,B8Q8S2,Nucleoprotein,422,SARS coronavirus BJ182a,0.512,2.0,
2866855,A0A4Y6GL44,Nucleoprotein,422,Coronavirus BtRs-BetaCoV/YN2018B,0.5,2.0,
2866914,Q5Y179,Nucleoprotein,422,SARS Coronavirus CDC#200301157,0.509,2.0,
2866975,U5WLA2,Nucleoprotein,422,Bat SARS-like coronavirus RsSHC014,0.509,2.0,
2867053,U5WIP0,Nucleoprotein,422,Bat SARS-like coronavirus Rs3367,0.509,2.0,
2867197,Q3LZU2,Nucleoprotein,421,Bat SARS coronavirus HKU3-3,0.511,2.0,
2867605,A0AA51T804,Nucleoprotein,421,Horseshoe bat sarbecovirus,0.515,2.0,
2867655,A0AA51XWN6,Nucleoprotein,422,Horseshoe bat sarbecovirus,0.5,2.0,
2867658,A0AA51T8G5,Nucleoprotein,422,Horseshoe bat sarbecovirus,0.514,2.0,
2867659,A0AA51T5P2,Nucleoprotein,422,Horseshoe bat sarbecovirus,0.528,2.0,
2867661,A0AA51T5G9,Nucleoprotein,421,Horseshoe bat sarbecovirus,0.508,2.0,
2867670,Q6VA82,Nucleoprotein,422,SARS coronavirus CUHK-AG02,0.509,2.0,
2868767,A0A2D1PX74,Nucleoprotein,422,Bat SARS-like coronavirus,0.507,2.0,
2868815,A0A2D1PX35,Nucleoprotein,422,Bat SARS-like coronavirus,0.509,2.0,
2868857,A0A2D1PXA5,Nucleoprotein,422,Bat SARS-like coronavirus,0.509,2.0,
2868922,A0A2D1PX55,Nucleoprotein,422,Bat SARS-like coronavirus,0.509,2.0,
2868997,A0A2D1PX42,Nucleoprotein,422,Bat SARS-like coronavirus,0.517,2.0,
2869005,A0A2D1PXD1,Nucleoprotein,422,Bat SARS-like coronavirus,0.509,2.0,
2869573,Q6R7X9,Nucleoprotein,422,SARS coronavirus NS-1,0.509,2.0,
2869632,A0A9E7Q9X3,Early E1A protein,171,unidentified adenovirus,0.585,2.0,
2869998,Q6RD35,Nucleoprotein,422,SARS coronavirus TW2,0.509,2.0,
2870802,Q3I5K6,Nucleoprotein,420,Bat SARS CoV Rm1/2004,0.5,2.0,
2871250,D2E2E7,Nucleoprotein,422,SARS coronavirus ExoN1,0.509,2.0,
2871257,D2E2N5,Nucleoprotein,422,SARS coronavirus ExoN1,0.509,2.0,
2871280,A0A858HUP5,Phosphoprotein,568,Paramyxoviridae sp,0.539,2.0,
2871289,A0A166ZLE5,Nucleoprotein,420,Bat coronavirus,0.5,2.0,
2871464,A0AA49IFK7,Nucleoprotein,420,Bat Coronavirus RpGD18,0.5,2.0,
2871507,D5HJY8,Nucleoprotein,421,Bat SARS coronavirus HKU3-11,0.511,2.0,
2871526,D2DJX3,Nucleoprotein,422,SARS coronavirus Rs_672/2006,0.5,2.0,
2871846,A0A481TPP4,,57,Human herpesvirus 2 (HHV-2) (Human herpes simplex virus 2),0.526,2.0,
2872592,Q3ZTD1,Nucleoprotein,422,SARS coronavirus civet010,0.509,2.0,
2873150,Q3S2B5,Nucleoprotein,422,SARS coronavirus ZJ0301,0.509,2.0,
2873285,Q4JDQ8,Nucleoprotein,422,SARS coronavirus A022,0.512,2.0,
2873511,A0AAE8XRR2,,568,Longquan Leopoldamys edwardsi respirovirus 1,0.576,2.0,
2873628,Q4JDP5,Nucleoprotein,422,SARS coronavirus B039,0.519,2.0,
2874185,Q6UPD4,Nucleoprotein,422,SARS coronavirus HB,0.507,2.0,
2874436,B6DVZ1,,330,Merkel cell polyomavirus,0.639,2.0,
2874438,H8ZPU0,,278,Merkel cell polyomavirus,0.615,2.0,
2874460,A0A023IWR5,,291,Merkel cell polyomavirus,0.625,2.0,
2874463,H8ZPU4,,311,Merkel cell polyomavirus,0.656,2.0,
2874466,H8ZPT6,,376,Merkel cell polyomavirus,0.548,2.0,
2874468,A0A0D3LSC3,,289,Merkel cell polyomavirus,0.637,2.0,
2874470,A0A0D3LRX7,,301,Merkel cell polyomavirus,0.645,2.0,
2874473,A0A0D3LRX9,,292,Merkel cell polyomavirus,0.634,2.0,
2874474,A0A455XI45,,325,Merkel cell polyomavirus,0.665,2.0,
2874478,T2HFT3,,313,Merkel cell polyomavirus,0.652,2.0,
2874517,U6C6E7,,298,Merkel cell polyomavirus,0.634,2.0,
2874533,U6C838,,328,Merkel cell polyomavirus,0.64,2.0,
2874581,U6C6T5,,302,Merkel cell polyomavirus,0.639,2.0,
2874731,M4VRX3,,320,Merkel cell polyomavirus,0.666,2.0,
2874908,A0A2R4PD44,,330,Merkel cell polyomavirus,0.642,2.0,
2874992,T2HFZ0,,292,Merkel cell polyomavirus,0.627,2.0,
2875031,A0A7D3UES6,,1122,Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus),0.637,2.0,
2875034,A0A455X9W7,,332,Merkel cell polyomavirus,0.633,2.0,
2875067,M4VVN6,,292,Merkel cell polyomavirus,0.634,2.0,
2875136,H8ZPU2,,323,Merkel cell polyomavirus,0.669,2.0,
2875204,A0A7D3UD48,,1124,Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus),0.671,2.0,
2875294,B6DVX7,,322,Merkel cell polyomavirus,0.668,2.0,
2875323,J9QSE8,,306,Human herpesvirus 8 (HHV-8) (Kaposi's sarcoma-associated herpesvirus),0.605,2.0,
2875473,U6C840,,293,Merkel cell polyomavirus,0.628,2.0,
2875475,U6C6W3,,278,Merkel cell polyomavirus,0.608,2.0,
2875614,H8ZPR8,,292,Merkel cell polyomavirus,0.634,2.0,
2875635,B8Y1W4,,291,Merkel cell polyomavirus,0.625,2.0,
2875889,U6C6B7,,298,Merkel cell polyomavirus,0.634,2.0,
2876189,E2IPS5,,385,Merkel cell polyomavirus,0.548,2.0,
2876703,A0A7G6UAK9,Nucleoprotein,421,Bat coronavirus HKU3 (BtCoV) (SARS-like coronavirus HKU3),0.511,2.0,
2876721,Q6RCW9,Nucleoprotein,422,SARS coronavirus TW8,0.509,2.0,
2876778,Q6JH33,Nucleoprotein,422,SARS coronavirus Sino3-11,0.509,2.0,
2876840,Q6UUW1,Nucleoprotein,422,SARS coronavirus HPZ-2003,0.509,2.0,
2877519,Q1EFM2,Nucleoprotein,422,SARS coronavirus BJ202,0.509,2.0,
2877831,Q5DIB8,Nucleoprotein,422,SARS coronavirus WH20,0.512,2.0,
2878004,D5HJQ9,Nucleoprotein,421,Bat SARS coronavirus HKU3-4,0.511,2.0,
2878063,A0A515VFV0,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus 2,0.52,2.0,
2878073,A0A4Y5R250,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus 2,0.504,2.0,
2878094,A0A7D4ZL27,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus 2,0.528,2.0,
2878097,A0A4Y5R4A8,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus 2,0.52,2.0,
2878305,Q6RD02,Nucleoprotein,422,SARS coronavirus TW5,0.509,2.0,
2878316,Q5L4J8,Phosphoprotein,568,Respirovirus muris,0.539,2.0,
2878322,K4PXQ1,Phosphoprotein,568,Respirovirus muris,0.576,2.0,
2878337,A6P4U3,Phosphoprotein,568,Respirovirus muris,0.54,2.0,
2878344,A0A1I9LV27,Phosphoprotein,568,Respirovirus muris,0.504,2.0,
2878346,K4PWZ3,Phosphoprotein,568,Respirovirus muris,0.577,2.0,
2878355,K4Q313,Phosphoprotein,568,Respirovirus muris,0.576,2.0,
2878392,Q5L4K4,Phosphoprotein,568,Respirovirus muris,0.535,2.0,
2878527,Q6RD24,Nucleoprotein,422,SARS coronavirus TW3,0.509,2.0,
2878634,A0A7G8YZ52,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.512,2.0,
2878649,H2BD04,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.52,2.0,
2878691,L0N3F0,Tegument protein VP22,301,Human alphaherpesvirus 1 strain RH2,0.678,2.0,
2878693,A0A0X9JEZ2,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2878779,B1NDW5,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.512,2.0,
2878781,A0A7D4XU42,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.528,2.0,
2878854,L0N6D1,ICP47 protein,88,Human alphaherpesvirus 1 strain RH2,0.636,2.0,
2878881,A0A4P8EUF8,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.52,2.0,
2878948,A0A2Z3CX49,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.52,2.0,
2879033,A0A2Z4HQD5,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.512,2.0,
2879055,B1NDX5,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.512,2.0,
2879078,C1K7B0,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.528,2.0,
2879118,A0A6B9I4W8,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.512,2.0,
2879169,A0A6B9I6I9,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.512,2.0,
2879257,A0A0K0VKC3,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2879264,A4GUK8,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2879280,Q9YXB3,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2879281,A0A286MPM5,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2879321,A0A3G2GRW9,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.52,2.0,
2879362,R4L7I8,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.52,2.0,
2879408,A0A286MPM4,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2879503,Q1EFN5,Nucleoprotein,422,SARS coronavirus BJ162,0.509,2.0,
2879506,A0A2P1ECW0,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.528,2.0,
2879534,C8CCT3,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.52,2.0,
2879550,A0A7G8YYU2,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.512,2.0,
2879571,M4Q6X1,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2879616,A0A7G4WF22,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2879628,B1NDT8,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2879642,A0A3B8DMQ1,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2879648,A0A7G8YXT2,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2879685,B1NDU1,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2879748,A0A4P8ETU9,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2879751,B1NDY6,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.52,2.0,
2879759,B1NDW4,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.512,2.0,
2879803,A0A286LXL8,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.52,2.0,
2879850,A0A0K0VJY3,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.52,2.0,
2879854,A0A4P8ETN0,Nucleoprotein,122,Porcine reproductive and respiratory syndrome virus (PRRSV),0.5,2.0,
2879869,A0A7G8YZR2,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2879930,A0A1W5WZT9,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2879948,A0A0S1YYV1,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2880046,A0A0E3USW5,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.528,2.0,
2880106,B1NDV0,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.512,2.0,
2880135,B1NE00,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.512,2.0,
2880150,B1NDW1,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.52,2.0,
2880172,A0A7G8YZF2,Nucleoprotein,123,Porcine reproductive and respiratory syndrome virus (PRRSV),0.504,2.0,
2880401,Q6QJ37,Nucleoprotein,422,SARS coronavirus BJ01,0.509,2.0,
2880915,A0AA92NN82,Nucleoprotein,422,Sarbecovirus sp,0.5,2.0,
2881573,B3FHV3,Nucleoprotein,409,Turkey enteric coronavirus (TCoV) (TCV),0.597,2.0,
2881627,C9DSV6,Nucleoprotein,409,Turkey enteric coronavirus (TCoV) (TCV),0.56,2.0,
2881679,B3TD57,Nucleoprotein,409,Turkey enteric coronavirus (TCoV) (TCV),0.516,2.0,
2881684,C9DSU5,Nucleoprotein,409,Turkey enteric coronavirus (TCoV) (TCV),0.54,2.0,
2881685,B3TD70,Nucleoprotein,409,Turkey enteric coronavirus (TCoV) (TCV),0.619,2.0,
2881686,C4P6R7,Nucleoprotein,422,SARS coronavirus P2,0.509,2.0,
2881689,C9DST4,Nucleoprotein,409,Turkey enteric coronavirus (TCoV) (TCV),0.533,2.0,
2881865,Q7TF49,Nucleoprotein,123,PRRSV HB-2(sh)/2002,0.512,2.0,
2882230,B8Q8R0,Nucleoprotein,422,SARS coronavirus ZJ02,0.509,2.0,
2882439,Q6RCY0,Nucleoprotein,422,SARS coronavirus TW7,0.509,2.0,
2882450,A0A4Y6GL41,Nucleoprotein,421,Coronavirus BtRl-BetaCoV/SC2018,0.501,2.0,
2882571,B8Q8V5,Nucleoprotein,422,SARS coronavirus BJ182-8,0.512,2.0,
2882919,Q6UZE8,Nucleoprotein,422,SARS coronavirus PUMC03,0.509,2.0,
2883133,A0A8F1CWF4,Nucleoprotein,422,Betacoronavirus sp. RsYN03,0.505,2.0,
2883323,Q6JH41,Nucleoprotein,422,SARS coronavirus Sino1-11,0.509,2.0,
2883623,Q9DX73,,236,Pea enation mosaic virus-1 (PEMV-1),0.504,2.0,
2883692,G8HBC4,Cytoplasmic envelopment protein 3,96,Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1),0.552,2.0,
2883704,G8HBI7,ICP47 protein,88,Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1),0.636,2.0,
2883726,Q6GYQ2,Nucleoprotein,422,SARS coronavirus LLJ-2004,0.509,2.0,
2883733,B1VC34,,214,Hepatitis delta virus dTk3,0.682,2.0,
2883734,A0A181ZHD6,Tegument protein VP22,301,Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1),0.678,2.0,
2883760,A0A346M364,Nucleoprotein,409,Avian coronavirus,0.619,2.0,
2883787,A0A2Z5D8B5,Nucleoprotein,409,Avian coronavirus,0.599,2.0,
2883790,A0A181ZH13,,861,Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1),0.545,2.0,
2883797,A0A895AR29,Nucleoprotein,409,Avian coronavirus,0.599,2.0,
2883799,A0A1B2CWH7,Nucleoprotein,409,Avian coronavirus,0.623,2.0,
2883813,A0A890C3Z9,Phosphoprotein,568,Pangolin respirovirus,0.537,2.0,
2883871,D5HJX7,Nucleoprotein,421,Bat SARS coronavirus HKU3-10,0.511,2.0,
2883890,Q6VA71,Nucleoprotein,422,SARS coronavirus CUHK-AG03,0.509,2.0,
2884019,A0A7H0CRC2,Nucleoprotein,419,Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2),0.506,2.0,
2884363,Q6UZF2,Nucleoprotein,422,SARS coronavirus PUMC02,0.509,2.0,
2884639,Q6VA93,Nucleoprotein,422,SARS coronavirus CUHK-AG01,0.509,2.0,
2887870,Q6RD57,Nucleoprotein,422,SARS coronavirus TW10,0.509,2.0,
2888128,Q1T6X0,Nucleoprotein,422,SARS coronavirus Frankfurt 1,0.55,2.0,
2888159,Q692D7,Nucleoprotein,422,SARS coronavirus TJF,0.507,2.0,
2888168,Q0QDY2,Nucleoprotein,421,Bat SARS CoV Rf1/2004,0.504,2.0,
2888495,A0A482LP85,Nucleocapsid,181,Nipah virus,0.53,2.0,
2888507,Q6TPE0,Nucleoprotein,422,SARS coronavirus GZ02,0.509,2.0,
2888629,A0A0G2TSV3,,1047,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.504,2.0,
2888665,A0A0G2UG69,,1048,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.506,2.0,
2888666,V9PTD1,,1049,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.523,2.0,
2888730,A0A0G2U8G3,,1049,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.502,2.0,
2888737,A0A0G2U465,,1050,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.532,2.0,
2888738,D2K5A0,,1049,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.523,2.0,
2888775,A0A0G2U9H7,,1050,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.562,2.0,
2888782,A0A140D0Q6,,1049,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.522,2.0,
2888791,A0A126NFV1,,1049,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.502,2.0,
2888820,A0A0G2U9E9,,1050,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.533,2.0,
2888837,V9LPC5,,1050,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.564,2.0,
2888841,A0A0G2TB22,,1047,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.521,2.0,
2888852,A0A0G2TGD9,,1049,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.503,2.0,
2888857,V9PVD9,,1047,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.505,2.0,
2888859,A0A0G2UDM2,,1049,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.522,2.0,
2888874,E7DVI2,,1047,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.523,2.0,
2888876,A0A0G2TZI7,,1047,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.512,2.0,
2888886,A0A0G2UCV2,,1047,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.501,2.0,
2888898,Q9DXH5,,1046,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.526,2.0,
2888913,A0A0G2TJT7,,1048,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.54,2.0,
2888943,A0A0G2U971,,1050,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.541,2.0,
2888957,A0A0G2U4M1,,1047,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.518,2.0,
2888968,A0A0G2U871,,1047,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.506,2.0,
2888992,D5HJS0,Nucleoprotein,421,Bat SARS coronavirus HKU3-5,0.511,2.0,
2888996,A0A6C2E621,,1049,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.501,2.0,
2889001,A0A6C2E441,,1050,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.514,2.0,
2889007,A0A0G2UKL5,,1050,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.505,2.0,
2889011,A0A0G2TIB2,,1047,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.5,2.0,
2889016,A0A0G2TTT7,,1050,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.533,2.0,
2889035,A0A0G2TDZ3,,1049,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.503,2.0,
2889045,C8CFP6,,1049,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.541,2.0,
2889056,D2K5D8,,1050,Human cytomegalovirus (HHV-5) (Human herpesvirus 5),0.533,2.0,
2889148,A0A0U1WHI7,Nucleoprotein,420,BtRs-BetaCoV/HuB2013,0.5,2.0,
2889262,D5HJW6,Nucleoprotein,421,Bat SARS coronavirus HKU3-9,0.511,2.0,
2889279,Q6RD13,Nucleoprotein,422,SARS coronavirus TW4,0.509,2.0,
2889458,A0A0E3SVS1,Nucleoprotein,409,Infectious bronchitis virus,0.577,2.0,
2889496,A0A0E3X2M0,Nucleoprotein,409,Infectious bronchitis virus,0.65,2.0,
2889505,A0A385LV06,Nucleoprotein,409,Infectious bronchitis virus,0.531,2.0,
2889506,J7KFX0,Nucleoprotein,409,Infectious bronchitis virus,0.56,2.0,
2889507,A0A5J6RDY3,Nucleoprotein,409,Infectious bronchitis virus,0.526,2.0,
2889510,F4MIY3,Nucleoprotein,409,Infectious bronchitis virus,0.513,2.0,
2889543,D3Y283,Nucleoprotein,409,Infectious bronchitis virus,0.572,2.0,
2889558,D7SCA4,Nucleoprotein,409,Infectious bronchitis virus,0.54,2.0,
2889561,A0A0E3SUB0,Nucleoprotein,409,Infectious bronchitis virus,0.645,2.0,
2889565,A0A172Q3Q7,Nucleoprotein,409,Infectious bronchitis virus,0.614,2.0,
2889567,A0A172Q3S6,Nucleoprotein,409,Infectious bronchitis virus,0.572,2.0,
2889570,A0A0M4FRX8,Nucleoprotein,409,Infectious bronchitis virus,0.572,2.0,
2889592,C1IY02,Nucleoprotein,409,Infectious bronchitis virus,0.653,2.0,
2889610,A0A1P8FCF7,Nucleoprotein,409,Infectious bronchitis virus,0.572,2.0,
2889612,E0YTF9,Nucleoprotein,409,Infectious bronchitis virus,0.533,2.0,
2889620,A0A8E8LHW7,Nucleoprotein,409,Infectious bronchitis virus,0.518,2.0,
2889623,A0A890C467,Nucleoprotein,409,Infectious bronchitis virus,0.538,2.0,
2889625,A0A516UWE3,Nucleoprotein,409,Infectious bronchitis virus,0.587,2.0,
2889626,Q4G2X4,Nucleoprotein,409,Infectious bronchitis virus,0.577,2.0,
2889629,M4I7E7,Nucleoprotein,409,Infectious bronchitis virus,0.528,2.0,
2889635,E5D086,Nucleoprotein,409,Infectious bronchitis virus,0.57,2.0,
2889636,E5D097,Nucleoprotein,409,Infectious bronchitis virus,0.601,2.0,
2889642,M4I7F3,Nucleoprotein,409,Infectious bronchitis virus,0.648,2.0,
2889643,A0A1P8FCC0,Nucleoprotein,409,Infectious bronchitis virus,0.55,2.0,
2889646,I6YVZ4,Nucleoprotein,409,Infectious bronchitis virus,0.599,2.0,
2889649,A0A5J6RBP4,Nucleoprotein,409,Infectious bronchitis virus,0.643,2.0,
2889650,A0A1X9Y2Q5,Nucleoprotein,409,Infectious bronchitis virus,0.55,2.0,
2889653,A0MNZ2,Nucleoprotein,409,Infectious bronchitis virus,0.567,2.0,
2889678,A0A7D5U8G3,Nucleoprotein,409,Infectious bronchitis virus,0.643,2.0,
2889682,A0A1P8NTQ9,Nucleoprotein,409,Infectious bronchitis virus,0.609,2.0,
2889683,A0A1X9Y2N3,Nucleoprotein,409,Infectious bronchitis virus,0.521,2.0,
